PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-4 -3 -2 -1 1 2 3 4 21
  0.0000000E+00  1.2672036E+00  1.7524686E+00  1.7524790E+00  1.7525803E+00  1.7525907E+00  1.2672806E+00  6.3578291E-08 -6.4870892E+00
  1.5893601E-08  1.1910592E+00  1.6737766E+00  1.6737870E+00  1.6738913E+00  1.6739018E+00  1.1911380E+00  1.5895543E-08 -7.1186328E+00
  1.5895058E-08  1.1298969E+00  1.6101114E+00  1.6101218E+00  1.6102291E+00  1.6102395E+00  1.1299776E+00  1.5894086E-08 -7.7798066E+00
 -9.7012773E-13  1.0935614E+00  1.5713369E+00  1.5713474E+00  1.5714580E+00  1.5714684E+00  1.0936444E+00  9.7012773E-13 -8.4000311E+00
 -6.3578291E-08  1.2140062E+00  1.6757425E+00  1.6757520E+00  1.6758717E+00  1.6758815E+00  1.2140946E+00  0.0000000E+00 -6.4032507E+00
 -3.1788172E-08  1.1419444E+00  1.6013333E+00  1.6013429E+00  1.6014652E+00  1.6014749E+00  1.1420344E+00 -3.1790115E-08 -7.0103703E+00
 -4.7684686E-08  1.0852730E+00  1.5422578E+00  1.5422674E+00  1.5423933E+00  1.5424030E+00  1.0853653E+00 -4.7682747E-08 -7.6307836E+00
 -1.5893116E-08  1.0534203E+00  1.5080642E+00  1.5080738E+00  1.5082033E+00  1.5082129E+00  1.0535148E+00 -1.5896028E-08 -8.1902237E+00
  0.0000000E+00  1.1628109E+00  1.6021616E+00  1.6021706E+00  1.6023115E+00  1.6023206E+00  1.1629126E+00  0.0000000E+00 -6.3174949E+00
  4.7682260E-08  1.0946065E+00  1.5316314E+00  1.5316405E+00  1.5317852E+00  1.5317943E+00  1.0947106E+00  4.7685170E-08 -6.8973355E+00
  5.5633912E-08  1.0423872E+00  1.4771296E+00  1.4771390E+00  1.4772873E+00  1.4772967E+00  1.0424937E+00  5.5628092E-08 -7.4751053E+00
