PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-4 -3 -2 -1 1 2 3 4 21
 -7.9472864E-09 -7.3257662E-02  2.9503524E-01  2.9503879E-01  2.9527941E-01  2.9528350E-01 -7.3085502E-02  7.9472864E-09  4.4028850E+00
 -2.9103831E-12  3.3626989E-02  4.0154609E-01  4.0154985E-01  4.0179545E-01  4.0179971E-01  3.3801854E-02  2.9103831E-12  6.0358429E+00
  3.9746131E-09  1.9004989E-01  5.5759716E-01  5.5760103E-01  5.5785155E-01  5.5785602E-01  1.9022740E-01  3.9726729E-09  8.2656307E+00
 -1.5896513E-08  4.0913665E-01  7.7633220E-01  7.7633631E-01  7.7659190E-01  7.7659672E-01  4.0931690E-01 -1.5892631E-08  1.1290782E+01
  0.0000000E+00 -6.8031885E-02  2.9789150E-01  2.9789582E-01  2.9816827E-01  2.9817331E-01 -6.7840241E-02  0.0000000E+00  4.0634766E+00
  5.9585243E-09  3.3313628E-02  3.9886585E-01  3.9887035E-01  3.9914715E-01  3.9915234E-01  3.3507917E-02  5.9624048E-09  5.6184692E+00
 -1.1922869E-08  1.8162297E-01  5.4680508E-01  5.4680979E-01  5.4709220E-01  5.4709762E-01  1.8182018E-01 -1.1918988E-08  7.7428780E+00
  7.9501961E-09  3.8899356E-01  7.5382555E-01  7.5383055E-01  7.5411856E-01  7.5412428E-01  3.8919362E-01  7.9443758E-09  1.0629107E+01
  7.9472864E-09 -6.2967405E-02  3.0060011E-01  3.0060539E-01  3.0091396E-01  3.0092010E-01 -6.2754221E-02  0.0000000E+00  3.7462802E+00
  1.1923840E-08  3.3202879E-02  3.9640009E-01  3.9640564E-01  3.9672059E-01  3.9672703E-01  3.3419274E-02  1.1918019E-08  5.2252121E+00
  3.9794639E-09  1.7387171E-01  5.3670108E-01  5.3670681E-01  5.3702801E-01  5.3703475E-01  1.7409128E-01  3.9678221E-09  7.2517395E+00
  7.9492262E-09  3.7017447E-01  7.3265564E-01  7.3266178E-01  7.3298931E-01  7.3299640E-01  3.7039718E-01  7.9453457E-09  1.0007689E+01
  0.0000000E+00 -5.8059748E-02  3.0316514E-01  3.0317160E-01  3.0352110E-01  3.0352861E-01 -5.7822838E-02  0.0000000E+00  3.4500117E+00
 -1.1926749E-08  3.3255152E-02  3.9411202E-01  3.9411876E-01  3.9447549E-01  3.9448339E-01  3.3495571E-02 -1.1915108E-08  4.8597622E+00
